text,labels
breath go kill exhal killin hoe,0
bro ho bro without ho,0
bruh lmaoo hoe nasti kept eat fuck happen,0
bruh ugli hoe say nigga arrog,0
babi make pussi raaain often,0
babi make pussi rain often,0
babi make pussi rain often,0
babi whisper vietnames soft like ching chong ting long,1
babi girl pussi look vacant,0
babi moanin got zone nn want bitch next pussi like ecstasi,0
babi pussi cant hustl unless u bad naomi russel mean lot ppl got money basic russel aint russel,0
babydaddi need bail money say that wat gone talk whole alotta shit swear bitch gone come,0
back inhighschool use stiff arm bitch kept tryna steal fit,0
back america becom basic bitch,0
back bitch,0
backdoor open hoe let fuck em ass usual extra charg plu rate agre upon,0
bad asian bitch yea look like kemora,0
bad bitch contest first place,0
bad bitch give good head dumb bitch get hood rich,0
bad bitch good head think ah keeper,0
bad bitch,0
bad bitch line tryna give brain,0
bad bitch pussi aquafina call crystalina,0
bad bitch sell molli might take one,0
bad bitch kno ass fat,0
bad bitch chest wonder miss righteou keep get left,0
bad bitch cheap,0
bad bitch aint cheap better pass u broke,0
bad bitch good weed,0
bad bitch good weed,0
bad bitch ova besid pussi could offer,0
bad bitch everi,0
bad bitch oakland could beeee model,0
bad bitch hate broke niggaz,0
bad bitch dirti ass hous lt lt lt,0
bad bitch pen make toe curl,0
bad bitch thing like,0
bad bitch thing like,0
bad bitch thing like bblu saturday bblu suedeloung richgirl,0
bad bitch thing like,0
bad bitch thing like,0
bad bitch,0
bad bitch,0
bad blood camp amp bout bitch know respect homi,0
bad chick send em basic hoe toss em even get waffl hous hate nigga chalk em gone get coffin,0
bad foreign bitch walkin ferrari,0
bad lil bitch never seen,0
bad lil short fine bitch lil petit sumn,0
bae gotta bitch whoop,0
bae juss new side bitch lingo u aint special hoe,0
bae made deep fri oreo,0
bag bag bag money trash bag black fill money,1
bahaha omg bitch crazyyi,0
bake montreal chicken cheesi brussel sprout garlic butter tripl cheddar amp chive yellow mash,1
bald head bitch think time prosper,0
ball life bitch bench life,0
band make danc stamp make twerk romney becom presid hoe work,0
bang bitch think strang bitch banana like fuck rangatang bitch vote so emabiggestfan,0
bank robber wore zebra print dress arrest polic say,1
barkley trash,1
barri whitey brownshirt run wild oakland follow lead n w punk chant f polic,1
barri hoe michel walk ugli beast sotu,0
basebal without yanke playoff amp basketbal without laker em,1
basebal w birthday reason lol yanke stadium yelp,1
basic bitch chill,0
basic bitch amp lame nigga lt,0
basic bitch everywher,0
basic niggah basic cloth,0
basic say pound belong us english greedi cunt,0
basic shrug worri ho look like one good luck,0
bath sphere suspend orb tub shi peopl bath design weird yet cool,1
bbl gonna go sob gay bird babi,0
bc got mani bitch,0
dog bitch bt king ya queen,0
girl mind bitch attitud ladi class,0
fear wrath god countri mani mock christian embrac pervers abort bow pc multicultur,1
mean rude littl sister kick ass appli littl snooti bitch k thank,0
backbon everi nicca need spine,0
trippin call hoe bitch know talk like dat voic,0
bean yellow friday night brown green leav curl frost freez bean size reduc top end shrink,1
bear game today bitch mention lean bud train ride lol goodday,0
beat pussi like nemesi,0
beat pussi well shit still hurt week ago,0
beat ya bitch pussi everi time see like bulli send outta town wit cooki,0
beauti fairi eleg dress,1
accept call bitch everi time assert yesallwomen,0
rather wear hair long pierc faggot never go anywher life,0
nigguh mean pussi bomb,0
local insur agenc custom alway bitch itakeshitfromnoon,0
idk still tryna get bitch might,0
nobodi judg bird account even caus rippl ocean,1
messag send lgbtq resid state west virginia paradis queer peopl today major,0
beefin ova bitch trade ya clip pom pom,0
huntin hard final nail best wed koozi ever seen redneck,1
trill nicca sinc lil nicca,0
sinc solo crib feel kinda lone like hoe,0
hoop day tire bitch,0
school bitch sinc,0
sleep toooooo much fuck ima enjoy start work job like hoe haha,0
told lot peopl cool hoe understand someon like,0
beer ball pussi,0
let pussi cut hair let grow,0
mad singl bitch,0
behind everi independ woman pack hate hoe,0
girl suck deal period make us bitch shave leg daili basi worri eat,0
hoe cute ij,0
hoe cute,0
sober soul wasnt interest bitch im live spmg ggl,0
coon amaz,1
singl text bitch late night almost wacker come home club drunk fuckin girlfriend,0
believ heart card bitch,0
believ hoe get bore awhil,0
ben gett ya pussi ben get ya head,0
bengal kicker trash,1
benzino bitch point blank period,0
besid sister one two bitch alway catch,0
best behav kid ever mommi commerci audit oreo mcflurri everybodi proudmom,1
best luck tino bambino martinez miami legaci save lol marlin yanke redsox mlb,1
best rider goe blaxican,1
bet charli strong contact ridley,1
bet want cooki bergbrain mean like want cracker kinda bitter today tcha stribpol mngop mnleg,1
bet gone em tho na oomf tweet amp know ha pussi wack,0
betta ask round street bitch bout jay,0
better keep ya shit n line nicca,0
better nip shit bud earli,0
better play part bitch smart bitch cuz might chang heart,0
constant tweegram bad bitch play attent stupid caption pic instagram lost,0
trend vine act like women like nigga wait faggot,0
beyonc hipster bitch wit hip day,0
big g day freeboosi nicca lol,0
big red fat squaw lol hubbi funni insidejok,1
big squawk q dfl dump ryan uncl tom winkler go happen berg bleat mngop proud stribpol mnleg,1
big bird hold press conf claim care letter f,1
big bitch like im thick yea bitch atound midsect,0
big black bitch argu,0
big boob ass ass big boob big boob big ass ugli face big boob big ass pretti face hoe,0
big bro moos tri slide hoe dm,0
big greenmil tweetin ass nicca,0
big hair bitch gt gt gt gt gt gt gt gt gt gt,0
big moe rn like hoe haha yuhhhh,0
big night hoosier iubb big pacer nba indiana hoosierst paulgeorg codyzel,1
big ol pussi harrington block,0
big thick pretti bitch,0
biggest booth ever seen lastnight bitch leopard print jumper look like weight leopard,0
biggi alway flyest cunt rap biggi,0
bigot demand recount idaho gay right ordin referendum tcot teaparti teabagg lgbt,1
bij vraag wat naam van de engel de dood dacht eerst robert ik israel uhm iet met gargamel hoe heet die kat ook al weer oja azrael,0
biker gang look ass bitch titti tat foh son anarchi,0
bill cosbi steal pussi,0
bill romanowski still cunt saw one come,0
bill smith dd mtv odb lgbtq mma nfl aflcio bitch pick one fuck hate know proud shit,0
birthday today bitch gotta work,0
bitch want number back yo pussi mustard oh yeah fuck dat bitch trust dro,0
bitch eat ya pussi day long got life,0
bitch man right said bitch man forget,0
bitch u lawyer u thank eri bodi stfu kill dat bitch,0
bitch fuck r u speak fuck feel like stop pussi ass nigga box fuck,0
bitch ass nigga hate black women uncl tom bitch punk,0
bitch ass peopl first call someon bitch,0
bitch bitch bitch,0
bitch talk yo shit say paper bitch trinna get straight fag bitch foe dat scari ass hoe,0
bitch duck whore ass slut cunt ha biden gucci tho whatev nigea,0
bitch fuck yo nigga pussi,0
bitch fuk wat hater gotta say brickk ent ya bitch,0
bitch redbook account selfi add like bitch trick wanna see yo face,0
bitch eat yah pussi wit anoth nigga tongu,0
bitch suck dick tri give sugar bitch get,0
bitch killa gone dace bitch cdfu,0
bitch nicca talmbout mf peat df da laker,0
bitch shutcho got damn mouf hoe mallett gon help yo funki ass texan,0
bitch frooooontin bitch frooooontin lol,0
bitch ugliest cunt ever,0
bitch may million dollar bodi got dollar menu face four piec nugget pussi worth shit,0
bitch ah babi amp like claim child bitch good amp goddamn well nobodi claim creatur,0
bitch shit hoe trick,0
bitch alway like got hoe like duhh tryna make one em nb,0
bitch alway think somebodi want littl coochi lol chill dont exist nomor iont want yall hoe,0
bitch th grade talk bae bitch ya credit,0
bitch happi burger king pollo tropic lunch break work act like dinner new niggaz gotta upscal,0
bitch nigga want anoth nigga wcw bitch work like,0
bitch feel much like live bitch,0
bitch like keep calm singl first bitch nobodi hype,0
bitch like new avi gt gt like bitch new avi ugli old avi ugli bitch ugli,0
bitch like want someth real like want bitch real hair alway get want lol,0
bitch like im nt beef niggah smh,0
bitch like nigga shit naw bitch mayb shit,0
bitch mad mane nigga gettin snatch whore yah pussi prolli wack ctfu,0
bitch scream fuck nigga get mad anoth bitch fuck nigga,0
bitch sound damnear retard tbh video nb,0
bitch tambout parti bitch everybodi parti,0
bitch tri squash beef wen find pregnant hoe dont give fuck,0
bitch watch bitch page that right bitch team work,0
bitch wear extens fake eye lash make talkin bout bad bitch bitch bad creat player,0
bitch bitch bitch,0
bitch fuck bitch deadli,0
bitch cheat bitch soooooo hurt bitch cheat back,0
bitch complain babi daddi shit bitch knew shit keep babi chose,0
bitch corni save number shit hate hoe,0
bitch even go fun anymor go tweet function take pic wit bitch,0
bitch dont wann fxck bitch wanna fxck bitch,0
bitch get twitter turn saint like hoe shit kill nigga,0
bitch know bitch bitch,0
bitch love beef nigga alway bitch face,0
bitch make happi materi object make bitch happi iphon,0
bitch bout da lil flexin shit snapchat bitch pleas,0
bitch rather petti hoe instead post bail ah realli fck em psa,0
bitch stupid yal know bouta start pop bitch,0
bitch swear pussi best,0
bitch talmbout limber got bitch limbo,0
bitch think slick matter hard tri hide still tell hoe,0
bitch bitch,0
bitch bitch,0
bitch kid retard,0
bitch trash pussi alway want unprotect sex,0
bitch bitch bitch,0
bite bitch chew footer,0
bitzi probabl pop percocet drink melli seem like kind trill ol bitch scandalabc,0
bjergsen made full rune page full red quint mean red blue yellow quint,1
blac chyna ass threw first wop side cheek pierc trashi hell,0
black dynamit hoe gone dick harder slaveri wall slide,0
black bitch boister belliger buffalo alliterationtuesday damnismartallofasudden,0
black bitch kickin school bitch still comin wit durag still head nd shit,0
black cop want kill white citizen spic cop want kill anglo citizen zigeun cop rapist,0
black guy class attempt throw paper ball trash miss mr mundi disgrac race marcu,1
black peopl like disgust laugh someon die dumb monkey ass nigga like need lock stupid,0
black twitter need get paul georg dick impregn stripper wiz tyga kany turn hoe housewif,0
blah blah idgaf bout crazi ass bitch,0
blah blah blah blah sound bitch talk,0
blah honesti need pussi,0
blatt trash twitter said good,0
block fuzzi butt ignor low life creatur,0
blond bitch wit blue eye like butter spread,0
blood nigga dion retard,0
blow pussi like hussein bitch look crazi like sane,0
blow mind guy model type girl cheat ghetto hoe,0
blunt head fuck fed eat pussi till tongu red,0
boat n hoe boat n hoe gotta boat n hoe,0
bobbi bitch,0
bobbi bitch drop five minut though let sink,0
bobbi bitch gt hot nigga,0
bobbi bitch dickhead top bobbi shmurda song hot nigga,0
bobbi stole black gabbi pedro kept ghetto lifemad,0
bomb hous fuck bitch hail al qaeda,0
bond hoe money bourn kick ass gadget hawk alway let bitch die,0
boney ass bitch fart mini basketbal,0
boosi ran hoe,0
boozer trash,0
bore hoe auditorium hmu,0
bore hoe listen fuck ass adult lectur us,0
boss ass bitch remix,0
bossd old hoe,0
boston jihadi nest student arm muslim brotherhood joe america via,1
old lol u havin bitch deck sex new joint everi time,0
bitch drive rang rover,0
hoe loser need hit gym,0
trash guess got tire chalmer trash start chalmer lose job norri cole lmfaoooo,0
pussi son beat,0
bought bitch mozzarella stick bitch love mozzarella stick,0
bought bitch breakfast get kiss cheek non stop lol check liter min tho,0
bought lp manchest week idea colour vinyl man steal vinylgasm machin,1
bout tht time hoe gettin dick,0
bout bust bitch wide open wast money,0
bout dub di bitch,0
bout get breast reduct bitch way,0
bout make browni,1
bout put hoe backpag tri pimp hand,0
bout smoke n di bitch pollut,0
bout unfollow bitch follow current follow new bitch need chang life feel like good start,0
bouta rasengan stupid bitch,0
bow bitch bow bitchess,0
bowl green campu look old fuck like state penitentiari old lot bitch guess count lot,0
boy yo bitch lame dont nobodi know,0
boy yung thug fag,0
boy bitch still got proper amount sleep,0
boy damn jitt got ass bitch slap da court yard comin th period yelln n shit,0
boy downlow nicca asham,0
boy gotta turn nikki song way volum kuz trash ass fat lawd,0
boy hoe set failur shit funni sleep tho,0
boyfriend brother drop pick bitch fast food job long promis free meal,0
boy dont wanna seem like bitch that dont express feel like us femal,0
boy want bad bitch dummi men want strong women respect support grind handl,0
boyyyyy bitch pussi tast lil mama spaghetti would b happi bitch,0
brackin da biti boolin wit sum bitch straight bleedin,0
brad pitt older charli sheen fuckkkkkkkkkkkkk,0
bradi heard yall say wash wash leagu hoe ass nigga,0
brag bout hoe prolli get pussi,0
brag hoe hittin ask pic show sorri ass femal laugh,0
brandon jen trash,1
break shit fuck law grrrr fuck shit punch bitch,0
breakfast fri chicken jerk chicken tater tot white rice nd press yellow rice nd bean mac nd chees,1
breakfast champion shrimp lobster ball sanduski french fri nd nice big quahog clam,1
break news ur littl bitch,0
break yo bitch like kitkat nigga,0
breakup anthem threw shidd lemm fall back pick side hoe cuz stay contact,0
breezi gotta sleep hoe,0
briahna told best advic ever gave aint noth cut dat bitch lmao,0
brie said togeth sinc born guy twin duh bitch omg wrote script bellatwin,0
brilliant job limp back pit without caus yellow wish need though plm,1
bring niggah icecream,0
bring anoth bitch real nigga,0
britt attitud reason bitch mad breakfast,0
bro bore hoe,0
bro everybodi ho fuck favorit color mango red ho charg phone way ho smh,0
bro fuck bitch think ok,0
bro hoe bro girlfriend,0
bro hoe bro girlfriend,0
broke bitch like oh got monn neyyy,0
broke bitch make sick,0
broke bitch tl,0
broke bitch talk shit one stunt,0
broke bitch talk shit bitch stunt,0
broke hoe alway wanna argu u ate day u get energi,0
broke pussi boy deion record,0
broner would still knock half u nicca,0
brooo chines sound goooood hoe rn momma make carn con chile guess gucci,0
brooooooo wingstop went sooooo clutch straight ran hoe,0
brown color eye color,1
browni browni browni,1
brown redskin consid nfl team,1
brrr hoe dichter bij het sint gebeuren hoe racistisch de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,0
bruh readi get four wheeler bitch fast asf,0
bruh def want call l rock nigger last lmaoooooooooooooooooooooooooooo,0
bruh bitch wear heel club outfit school shit,0
bruh leav coin coon,0
bruh niggah alway fall asleep,0
bruh went hard bitch deserv pimp year,0
bruh sasuk sakura daughter gonna bad uchiha bitch,0
bruh pt jaxon kill hoe last night sleep,0
bruh soo trash,1
bruhhhh hoe ass law fuck fun,0
bruis ankl bitch,0
brutu look girl get elev walk differ one bitch u come u u come,0
bryant must think cute go w stupid ass friend leav watch get back lil bitch,0
bsd bitch make clap,0
bt bitch amp amp niggah alway hand,0
bt dubz ur best pal bitch u quit often stoplivingafuckingli hatredisincreas,0
buddi fruit brandon said dirti ass coon,0
buddi drug whole train lmao good extra ass hoe,0
buddi slap rent stress messi bitch done told u hoe bout new york nigga amp temper trainvideo,0
build bear lt lt lt lt build bitch,0
bull color scheme dull stupid bitch duke wear bold pastel color bull make sens,0
bullet stick nigguh damn liver,0
bullet nigguh tru jean,0
bulli law pussi,0
bum ass hoe,0
bum bitch even type,0
bumoos duck insult like scare white pussi,0
bump bitch file sexual harass work co worker aint shook life,0
bumpin nigga nigga rick ross b f hoe go harrrrd highh outsid enjoy weather,0
bunch hurt nigga amp bitch ig timelin tonight muhfucka lame hell b,0
burn bitch,0
burnat yanke thatch roof cottag astro,1
burrito trash,1
bussin bitch gwale gwala,0
bussi avi pussi poppin handstand,0
bust nicca head smack ho shoot club,0
bust nicca head smack hoe shoot club,0
bust dat bitch face want son,0
bust lip play ball enjoy pussi delici mango,0
carl bitch,0
callin da race card color podcast dare,1
buy tomorrow go hard hoe,0
get smoke unless bitch struggl girl actual great thing,0
hoe,0
call bitch yeah ok call return call especi girl,0
atleast let know ur faggot u keep type twitter secret,0
bitch gon shave wax pussi bless foh,0
bitch crazi jail sure,0
bitch mad mf know amp get,0
knew bitch better,0
one call pussi injuri,0
prettier amber pussi pretti,0
rich light skin coon expect,1
bad bad bitch make late,0
shade shit bitch yourwifecantread,0
hoe idk,0
stay gon bitch,0
talk twitter bc pussi real life,0
emot shit absolut bird,0
talk next bitch flex done,0
bitch follow even like u,0
school alway prom friday th like freddi vs jason shit even tho bitch gonna look,0
yall nigga wanna call women hoe leav nigga appreci fuck lil nigga,0
bird ass nigga get feather ruffl shook thing half way crook,0
tell broke bitch nothin,0
love wanna nobodi els blah blah bullshit fa bird,0
nvm see men disrespect women call offens name like bitch hoe slut femal smh,0
butler unchain review short version whitey suck potenti posit film simpli anti white agitprop,0
butter get hoe,0
bye bitch,0
bye bye charli strong,1
bytch infant hell bitch talk bout much rememb bout pac die,0
cair publish hit list jihadi via red blood american may list,1
cebro corpor hoe,0
cleari diz princess iz bad bitch,0
cnt nobodi mad choos mad bitch nigga hay,0
come tnd atroc start follow lost caus auramea night vers norma jean let fill bitch,0
caleb need stop littl bitch,0
caleb dick hanna bitch hate,0
california gang california trash,1
california home skater trash,0
call hoe hoe rat rat,0
call negro,0
call dat bitch,0
call dumb bitch ion even know wtf ebola,0
call fag love peopl turn head look car drive caus head slumpin bitch love,0
call ghetto want walk class bonnet hair,0
call duti bitch,0
call grow live long sorri parent poor skill got old bitch,0
call eddi hoe mistak doe lol,0
call earli night heartach bitch broken,0
call teabagg conserv bs via,1
call nasti hoe mr well real,0
cam newton littl girl like grow quit actin like bitch,0
cam newton pussi need grow learn hotshot,0
came home found cat sleep pillow c love niggah,0
camo day catch school huntin basic bitch,0
faggot honeybooboo imagin internet world creat trap feed allah like gazel stephenk,0
charli crist pull one rick scott well pull one floridaprimari dem tonit tpot elect,1
dick sherman get caught blow tranni hooker time soon pleas prefer pete carrol,0
bring anoth bitch threesom nahhh,0
bring anoth bitch nah,0
bring anoth bitch nah,0
doubl stuff oreo,1
get good neck di hoe,0
bad bitch without flaw come meet without drawer,0
bad bitch without flawwssss,0
pay stop lil bitch gah damn shut fuck,0
sit face sit hot stove bitch,0
bring anoth bitch nah,0
school pleas fuckin remov random ass trash can middl hallway alway fuckin run,0
never follow bitch bio look like,0
realli hold phone convo hous trash ass servic,0
someon beat justin beiber ass littl pussi,0
someon get chees cracker,1
someon pleas explain bird angri amp destroy pig home,1
someon treat grub broke bitch,0
bird shut fuck,0
bitch alreadi updat,0
bitch hurri ineedmyeigth,0
bitch sit fuck shut fuck,0
u say hoe hoe hoe ewww nasti mean daili spare detail lol,0
bomb selfi monkey timelin,1
revisit idea two team play would like see game everi amp,1
catch box hoe,0
catch box hoe,0
imagin tryn yo hardest stop bitch frm slutin still comin unsuccess,0
let stretch pussi nah,0
let stretch pussi nahhh,0
realli take dick nah bring anoth bitch nah,0
wait humbl nigga playoff good job hoe,0
major nigga minor hoe,0
mani thing wors cop interrupt friggin yanke game still go,1
beat score flappi bird givingup,1
even sleep fuck car mother fucker drive like retard pump break hard,0
find bc powder chug children advil,1
fuck wit bitch ugli friend,0
fuck coon ass girl bruh,0
fuck bitch,0
get money silli hoe,0
get pussi kirk franklin idc long ya,0
bitch futur goal love kid parent first deal,0
keep bitch cool caus money still around,0
keep shallow bitch ya pocket deep,0
let nobodi play gta bitch like use ya ammo n gettin ya dude kilt cop,0
neva sucka bitch,0
hoe fixmylif,0
save hoe,0
stand bitch alway feel need somethin sit ass home bore gotta hoe time,0
stand nigga curv boy hoe,0
stand sob ass bitch,0
stand bitch ass nigga,0
stand ghetto ratchet ass mofo,0
stand asian dude faggot give attitud caus almost forgot water fuck u faggot stage,0
stand faggot,0
stand yanke jeter hit home run final bat nyc would cool get bean would better,1
stand see femal get relationship amp day later talk anoth guy hoe gonna hoe smh,0
stop eat graham cracker,1
take u coon nowher amp mean nowher,0
tell mexico impress brazil trash today,1
tell shit cuz ion care bitch,0
trust everi face bitch gotta watch em,0
trust bitch nigga either,0
trust hoe say hoe mean dude,0
turn hoe hous wife fact,0
wait till get full appetit back ate half ghetto sandwich lettuc noth,1
wait till bitch get,0
wait put payment bitch,0
wait see bitch dutchess,0
worri bout bitch worri bout,0
cancel bitch like ninooo,0
cancel hoe noth cut b tch,0
cancer hoe pray peopl,0
cant handl bitch elbow fat,0
cant play game wit deze nigga bitch,0
cant wait nigga wanna pop viagra pop young bitch,0
cant da color da white folk get along da cept da color men got da bigga dick,0
cardin score st lead top rd bird base nlc sfvsstl,1
carl tri eat pussi big ass nose fuck shit,0
carol gonna georg lenni bitch,0
carrah bitch,0
carter need shut fuck fuck bitch ass alway tri start shit,0
casey matthew trash big,1
catch fuckin tonight nolinenowait bitch well meetmether,0
catch episod vampir diari tomorrow night bitch slap,0
catch jet hoe,0
catch lingo itti bitti bitch,0
caus trophi hunt littl bitch,0
caus type nighha joke play around littl bitch,0
caus lsu trash doin colleg playoff rank shit earli,0
caus bitch rather eat pussi get mine ate,0
caus know hoe play entir much,0
cav trash,1
cay got whole lit new clicc school amp bitch shit like okay anyway still dem girlz,0
cay said well bitch thot hous arrest walk omg hate,0
ceasefir let see long towel head go without tri attack israel cri nation media get pop,0
celebratin hatin bitch,0
celebr teeth realli white shit mean get wrong shit aint yellow far need whatev toothpast use,0
celtic mean white trash someon say celtic mean white trash,0
chaber book bragadayjah nimrod cushit first king earth see bragadayjah,1
chaber book bragadayjah restrict eat certain insect bird,1
chad jordan bitch,0
chanc trash,1
chanc make champion nicca noth stop,0
chanc make champion nicca noth stop,0
chang game u bitch,0
char broil cod yellow rice saut ed spinach artichok heart made love,1
charlen crave color cock,0
charl tillman eye yellow corn,1
charl eatin trash ass domino pic know still poor time lol,0
charli baker mass gov lib newspap lib state support r gov dog via,1
charli baltimor look good,1
charli clip vs yung ill review,1
charli crist r fl rumor demand recount sayfi,1
charli crist lose florida job rais minimum wage worth conserv byte via,1
charli crist rick scott scumbag howev interest crist yet run one one posit polit ad,1
charli crist ask keep poll broward open pm claim long line media report say turnout light broward,1
charli crist win democrat primari florida governor race ap project via,1
charli crist outlaw hate redicul vilifi shake presid hand countri democraci,1
charli daniel goe satan evil,1
charli daniel couldv done better job mnf,1
charli furbush whydidigoogl,1
charli jacob got confus ice bucket challeng instead dump bucket diamond head,1
charli kimbal nowher go indycar mavtv,1
charli parr mountain top music fest,1
charli rangel republican believ slaveri truth revolt bam race card vote democrat,1
charli sheen,1
charli sheen never disappoint,1
charli sheen want return two half men,1
charli sheen video messag presid obama,1
charli love dog,1
charli ron constantli put heat entir career,1
charli bit,1
charli hors suck ass ouch,0
charli ol hatin fool scandal,0
charli ador,1
charli look like one made,1
charli fukin around austin everi week somebodi get kick team,0
charli xcx bae,1
chase realli got hoe everi state crazi name truth,0
chase pussi sin fall ya lap bless,0
chase hoe better get cash nigga,0
cheat way get hahaha bitch funni your worri stop subtweet dumb ass,0
cheater cheater pumpkin eater find good white trash hoe trashi sloot,0
cheat isnt good women hoe simpli altern nut nigga cheat good women everyday b,0
check hoe check,0
check slutti fat girl friend instagram pic see five niggaz everi pic thirst fat girl pussi,0
cheeki thought rooster crow,1
cheer charli,1
cheer young ladi foreverrrr younnnnng grab flask chug,1
chees bitch chupacabra look fuxk,0
cheez honey bbq lay oreo monstrou glass right skinni fat poster boy,1
chicago hoe love pink lipstick,0
chicago nigga tell bitch anyth tryna dat mfa,0
chick fil anti gay first ammend get right bitch right,0
chick got man edg nigga got hoe diploma damn,0
chick mad tweetin hoe like talkin specif someon lol sorri ladi shoe fit wear,0
chick love ugli hipster faggot prolli caus look like dad never life,0
chief fan one claim take wrong dogshit trash quarterback alex smith,0
chill ever becom presid imma ban henni america day see negro panic gotcha bitch,0
chill bitch love,0
chill thirst bitch chick right next real hoe,0
chill coon sick fake bougi ass coon lol,0
chillin hood retard ass homegirl feel home,0
chillin wit bitch never hesit tonight,0
chillin main hoe becki,0
choat choke twinki gt damn time bet lol cardin,0
chocol cake trash,0
chop top porsch headless hors extendo long extens cord bitch ball like jordan play full court,0
chri bosh bout disgrac trophi like real faggot smh,0
chri brown get bitch bruh lmao,0
chri paul trash lmfao,1
chri faggot,0
chri bosh made danni green bitch last night,0
chuck e chees kid chuck skinni bitch amp took away ball pit man wtf,0
ciara ghetto name well kinda ashanti,1
cigarett break nd wtf mt eye glow like charli murphi madd real world lol,0
citi field bitch,0
citi highway skyscrap build light yellow blue,1
claim boss lil broke bitch,0
clan retard,0
classi rich famili kid drug tryina ghetto shit actual ghetto poor kid look educ get outta,0
cleanup bitch got phone em,0
clearli afraid bird,1
cleveland best team manziel honestli oc use offens redskin amp brown nice wit def hc,1
close eye let world paint thousand pictur one good girl worth thousand bitch,0
cloud stay steal peopl phrase first take jen say friend take mine say nigg get nig dam,0
clown ass nigguh,0
clowney bitch nigga get ass team,0
cmon need yellow wilson,1
cnt trust spare bitch ogd,0
cock slappin bitch sinc,0
cocki bitch front teeth stick suckin thumb lt,0
cocoa puff time bitch,0
code slienc pussi hm nigga free nigga ceddi ridah quan dollah dre n nigga franc luki n nigga j mo,0
coke white bitch,0
col sander part son bitch drag extend water goddamn mad,0
comcast stop twat actual work thank,0
come back hoe,0
come brotha moc cultur differ like bitch plz,0
come get catfish pussi,0
come lil bitch want sloppi toppi,0
come home work bridesmaid twinki bottl wine bestroommateev,1
come tank break dem hoe back,0
come man oreo need chill know good nah,1
come nd get chicken nigger love dat chicken popey,0
come pussi go ass come ass go mouth,0
come thru keyshia queen thot bitch,0
comin fat bitch,0
comment bitch bird slide port guy buddi buddi fault,0
complet topic idgaf pretti hoe tho,0
conan obrien need get life million monkey food mayb,1
confid one way pussi anoth strang,0
confus circumst seem get way high ho virgo,1
congrat cunt make wors year old ugli bitch,0
congratul like everi stuck materialist american bitch,0
conoc tu ojo negro ahora si que puedo vivir sin ello,1
control yo hoe,0
control aux cord whole two half hour drive home repeat singl song bet boyfriend bitch,0
cook breakfast nude wifey statu fuck actual cook amp aint get greas burn nip,0
cool fun thing ponder myriad space trash travel thousand mile per hour right,1
coon hoe love put spaghetti salad fuck plate smh,0
coor light trash yuck even like beer,1
corey trash,0
correct gt gt gt gt sky yellow death upon us scare,1
correct better bring one classi bitch home momma go deal random hoe hous,0
cost buy pussi got mani follow u vega dont miss opportun,0
coulda fckd yo bitch,0
care less bitch,0
pull nigga ya wettest dream hoe,0
count money bitch sleep,0
countri bumpkin word day yokel,1
countri music rap music talk basic shit repetit car truck bitch women beer drug gun lol,0
cousin look bitch hope fuck,0
cowboy best nfc time faggot got shit togeth,0
crack cocain steal bitch,0
craig fire shit hoe,0
crangrap gt good pussi,0
crank littl hank sit hood drink get redneck,0
crave browni,1
crazi ass act mean ratchet ghetto crack,0
crazi bitch buckcherri,0
creep death still stuck head bitch,0
creep side bitch hope get caught cheat,0
crew neck ass nigguh,0
crop top high waist short way look like underag cunt lmfao,0
cruis recent comment make bigger douchebag charli sheen amp even tiger blood,0
cruisin round street jockin bitch slappin hoe,0
cruis go kart walmart sell cupcak go ahead admit faggot shit tighter butt rape,0
cri g american like amp might call name call crybabi bitch bama,0
crystal got hoe,0
cuffin hoe man went bad prolli gettin laugh cuz everybodi smash,0
cuf ring finger stay solo relationship let hoe go,0
cuh scrum fallseven distonga niniwubbsm finna smash bitch rugbi,0
cunt cunt everywher,0
curli girl bitch need get,0
current emot broke ass bitch,0
current hit jig word,1
current listen imperi march tradit play prepar slash bitch,0
current sit wish bitch would,0
current sup twat licker,0
curs avi coke fag put yet,0
cu gt hoe,0
cuss fat redneck last day yolo,0
custom servic realli need bitch get fxck busi open new account leav alon,0
custom tryna act like understand say bitch understand say,0
cut dese bitch like hibachi,0
cut bitch,0
cut nigga aint yo friend cut bitch pretend,0
cut hoe right realli need ion realli know girl believ u,0
cute japanes teen get tiight pussi fuck suck cock,0
cute ass niggah,0
cute buff guy walk open mouth flip retard,0
cute dumb femal trash,1
cute teen get pussi flood cum,0
cutler less skill qb retard quadripleg,0
cuz trash bash say need go back jail,1
cuz im killin hoe,0
cuz pussi pussi man get need,0
cuz dont wanna b save save hoe bad,0
cuz u hoe,0
cuz hoe fair exchang yall sex dude buy bag pay rent what,0
dcc bitch knock grass,0
derek jeter clap clap clapclapclap yanke,1
divers chcgo blck pstr flood w dth threat ovr endors gop candid u sellout uncl tom ass n gger,0
dmv nigguh dress funni hell,0
still e fag pass heidi,0
drug gt giant lose ask barrybond hedg bet fund gt worldseriesgam faggot,1
da bitch mouf smellin like da porta potti da mustang field,0
da fuq ho,0
da hous next door sold honki,0
daaamn lmao right back old way look hoe ass nigga cover wiz face hoe,0
dab r us nigguh,0
dad bought browni shake lovehim,1
dad brought home watermelon eege like go trash,1
dad call border hopper,1
dad yell bout fri chicken like nigger,0
